party	member_name	question	answer	comment
Laisvės partija	Algis Bitautas	11. Tos pačios lyties asmenų poros turi turėti tokias pat teises tuoktis kaip ir heteroseksualios poros	Greičiau sutinku	
Laisvės partija	Algis Bitautas	12. Imigracija į Lietuvą iš trečiųjų (ne ES) šalių turi būti griežtai ribojama	Nei taip, nei ne	
Laisvės partija	Algis Bitautas	13. Moterys turi turėti teisę laisvai apsispręsti dėl aborto	Greičiau sutinku	
Laisvės partija	Algis Bitautas	14. Bausmės nusikaltėliams turi būti griežtinamos	Greičiau sutinku	
Laisvės partija	Algis Bitautas	15. Griežti piliečių laisvių ir teisių suvaržymai (pavyzdžiui, mobiliojo ryšio priemonių sekimas) yra priimtini kovojant su pandemija	Greičiau nesutinku	
Laisvės partija	Algis Bitautas	16. Valstybinė lietuvių kalbos inspekcija turi būti panaikinta	Greičiau nesutinku	
Laisvės partija	Algis Bitautas	17. Lietuva galėtų pirkti elektrą iš Astravo atominės elektrinės, jeigu ji būtų pigesnė už esamas alternatyvas	Nei taip, nei ne	
Laisvės partija	Algis Bitautas	18. ES ekonominės sankcijos Rusijai turėtų būti švelninamos, net jei ji toliau nesilaikytų Minsko susitarimų su Ukraina	Greičiau sutinku	
Laisvės partija	Algis Bitautas	19. Reikėtų siekti, kad Lietuvos gynybos biudžetas būtų didinamas virš NATO normos ir pasiektų 2,5 proc. BVP	Greičiau sutinku	
Laisvės partija	Algis Bitautas	20. Lietuvos retorika Rusijos atžvilgiu yra pernelyg agresyvi	Greičiau sutinku	
Laisvės partija	Algis Bitautas	21. Reikėtų siekti ekonomiškai naudingo bendradarbiavimo su Baltarusija, net jei ten pažeidinėjamos žmogaus teisės ir laisvės	Greičiau sutinku	
Laisvės partija	Algis Bitautas	22. Lietuvoje reikia riboti Rusijos federacijos televizijos kanalų transliacijas	Greičiau nesutinku	
Laisvės partija	Algis Bitautas	23. Lietuva turi remti žmogaus teisių ir demokratijos šalininkus Kinijoje, net jeigu dėl to suprastėtų santykiai su šia šalimi	Visiškai sutinku	
Laisvės partija	Algis Bitautas	24. Lietuva turėtų palaikyti Lenkiją, nepaisant ES kritikos dėl demokratijos principų pažeidimų	Visiškai nesutinku	
Laisvės partija	Algis Bitautas	25. Išsiskyrus JAV ir ES lyderių pozicijoms, Lietuva turėtų remti ES pusę	Greičiau sutinku	
Laisvės partija	Algis Bitautas	26. NATO ir ES valstybių pilietybę įgijusiems Lietuvos piliečiams turėtų būti leista išsaugoti Lietuvos pilietybę	Visiškai sutinku	
Laisvės partija	Algis Bitautas	27. ES ateityje turėtų judėti gilesnės integracijos link, net jei dėl to mažiau galių turės nacionalinės valdžios institucijos	Nei taip, nei ne	
Laisvės partija	Algis Bitautas	28. Jono Noreikos-Generolo Vėtros atminimo lenta ant Lietuvos mokslų akademijos Vrublevskių bibliotekos sienos turi būti palikta	Greičiau sutinku	Turi būti su papildoma lentele, paaiškinančia naujausias istorikų išvadas.
Laisvės partija	Algis Bitautas	29. Petro Cvirkos paminklas Vilniuje turi būti nukeltas	Visiškai nesutinku	
Laisvės partija	Algis Bitautas	30. Vilniaus savivaldybė turi teisę Lukiškių aikštėje įrengti smėlio paplūdimį, net jei tai nevienareikšmiškai vertinama visuomenėje	Nei taip, nei ne	
Laisvės partija	Algis Bitautas	31. Tėvai turi galėti laisvai apsispręsti, ar skiepyti savo vaikus, net jei tai keltų grėsmę visuomenės saugumui	Nei taip, nei ne	
Laisvės partija	Algis Bitautas	32. LR Seimo nariai turi būti renkami proporcine sistema pagal partijų sąrašus	Greičiau sutinku	
Laisvės partija	Algis Bitautas	33. Žmonių problemos būtų sprendžiamos veiksmingiau, jei centrinė valdžia perduotų daugiau galių vietos savivaldai	Nei taip, nei ne	
Laisvės partija	Andrius Almanis	1. Valstybė turėtų didinti mokesčius didesnes pajamas gaunantiems gyventojams, kad galėtų išplėsti socialinę paramą ir paslaugas	Greičiau nesutinku	Mokesčiai visiems turi būti vienodi, nes, jei skirtingi, prasideda įvairios machinacijos, padedančios „pereiti“ į žemesnius tarifus. Ne mokesčių didinimas, o jų efektyvus ir skaidrus panaudojimas – štai kas yra svarbu.
Laisvės partija	Andrius Almanis	2. Valstybė turėtų kiek įmanoma mažiau kištis į ekonomiką	Visiškai sutinku	Valstybės vienintelis kišimasis į ekonomiką gali ir turi būti tik – privačių ir visuomeninių iniciatyvų skatinimas. Tiesioginis kišimasis į ekonomiką beveik visada priveda tik prie korupcijos ir tuo pačiu prie tos pačios ekonomikos bloginimo.
Laisvės partija	Andrius Almanis	3. Įmonėms turi būti leidžiama lengvai atleisti darbuotojus	Nei taip, nei ne	Čia turi būti rastas protingas balansas tarp ekonomikos skatinimo ir darbuotojų teisių.
Laisvės partija	Andrius Almanis	4. Laisva rinka užtikrina didesnį sveikatos paslaugų prieinamumą ir aukštesnę kokybę	Greičiau sutinku	Turi būti sudarytos lygios sąlygos teikti  paslaugas ir dirbti tiek valstybinėms, tiek privačioms gydymo įstaigoms – per lygiavertį  finansavimą iš ligonių kasų.
Laisvės partija	Andrius Almanis	5. Valstybė turėtų mažinti PVM pagrindiniams maisto produktams	Nei taip, nei ne	Geriausia, kuomet mokesčiai lygūs visiems, nes iškart kai tik pradedamos taikyti įvairios lengvatos, tuoj pat atsiranda, kas tomis lengvatomis piktnaudžiauja.
Laisvės partija	Andrius Almanis	6. Gyventojų pajamų mokestį visiems Lietuvos gyventojams reikia mažinti iki 15 proc	Greičiau sutinku	
Laisvės partija	Andrius Almanis	7. Mokyklų tinklas Lietuvoje turi būti mažinamas	Nei taip, nei ne	Mokyklų tinklo mažinimas ar didinimas pats savaime negali būti tikslu. Pagrindinis tikslas švietimo srityje – teikti kokybiškas švietimo paslaugas VISIEMS moksleiviams, kur jie begyventų. Jei, tarkim, kokia maža mokyklėlė nesugeba teikti tokių paslaugų, o jas teikia gretimai esanti didesnė mokykla, tai savaime suprantama, tos mažos mokyklėlės nereikia vien dėl to, kad ji daro žalą savo moksleiviams. Bet, kita vertus, jei toji mokyklėlė sugeba teikti kokybiškas švietimo paslaugas, tai jos tikrai nereikia naikinti.
Laisvės partija	Andrius Almanis	8. Lietuvoje reikia didinti aplinkosaugos mokesčius	Greičiau nesutinku	Iš vis jokių mokesčių nereikia didinti. Žymiai geriau – tuos mokesčius efektyviai ir skaidriai panaudoti.
Laisvės partija	Andrius Almanis	9. Marihuanos vartojimas laisvalaikio tikslais turi būti legalizuotas	Nei taip, nei ne	Dėl marihuanos legalizavimo esu pakankamai skeptiškas, nemanau, kad būtent šis klausimas šiuo momentu yra svarbus. Kur kas svarbiau – panaikinti baudžiamosios teisės taikymą už nedidelio marihuanos kiekio laikymą. Deja, bet yra dar nemaža atvejų, kuomet jaunuoliai vien dėl to, kad kokiame vakarėlyje su draugais pabandė „žolės“, susilaukia baudžiamojo persekiojimo. Už tokius nusižengimus privalo būti taikoma tik administracinė atsakomybė, bet jokiu būdu – ne baudžiamoji. Šiuo atveju žymiai svarbiau – edukacija, o ne baudimas.
Laisvės partija	Andrius Almanis	10. Lietuvoje išduodamuose asmens dokumentuose turėtų būti leidžiama rašyti nelietuviško raidyno raides (pvz., „w“, „x“ ir „q“)	Greičiau sutinku	Sutinku. Tik reikia pridurti – „lotyniško raidyno raides“, aišku, numatant, kokias konkrečiai raides galima įrašyti. Iš vis lietuvišką raidyną būtų galima ir papildyti šiomis raidėmis.
Laisvės partija	Andrius Almanis	11. Tos pačios lyties asmenų poros turi turėti tokias pat teises tuoktis kaip ir heteroseksualios poros	Visiškai sutinku	Negali būti diskriminacijos iš vis jokios gyventojų grupės atžvilgiu, tai - žmogaus teisių pagrindas.
Laisvės partija	Andrius Almanis	12. Imigracija į Lietuvą iš trečiųjų (ne ES) šalių turi būti griežtai ribojama	Visiškai nesutinku	Ribodami imigraciją, tik užsidarysime nuo pasaulio ir tuo pačiu eisime į degradavimą. Aišku, būna momentų, kuomet imigracija atneša ir žalos, bet naudos – kur kas daugiau.
Laisvės partija	Andrius Almanis	13. Moterys turi turėti teisę laisvai apsispręsti dėl aborto	Visiškai sutinku	Negali būti diskriminacijos iš vis jokios gyventojų grupės atžvilgiu, tai - žmogaus teisių pagrindas. Šviesti moteris šiuo klausimu būtina ir sukurti efektyvią palaikymo (taip pat ir finansinę) programą, bet jokiu būdu ne drausti ar juo labiau - bausti.
Laisvės partija	Andrius Almanis	14. Bausmės nusikaltėliams turi būti griežtinamos	Visiškai nesutinku	Yra atlikta daugybė tyrimų ir visi jie parodė, kad bausmių griežtinimas nesąlygoja nusikalstamumo mažėjimo.
Laisvės partija	Andrius Almanis	15. Griežti piliečių laisvių ir teisių suvaržymai (pavyzdžiui, mobiliojo ryšio priemonių sekimas) yra priimtini kovojant su pandemija	Visiškai nesutinku	"Piliečių laisvių ir teisių suvaržymai galimi tik karo ar kitos katastrofos atveju, ir tai tik trumpu laikotarpiu ir nepiktnaudžiaujant, kol išsprendžiama konkreti problema.
Taikant tuos suvaržymus ilgesnį laiką, nejučiom pereinama prie autoritarizmo."
Laisvės partija	Andrius Almanis	16. Valstybinė lietuvių kalbos inspekcija turi būti panaikinta	Greičiau nesutinku	Inspekcijos nereikia naikinti, reikia tik keisti jos veiklos pobūdį, įgaliojant vietoj sankcijų taikyti daugiau švietimą.
Laisvės partija	Andrius Almanis	17. Lietuva galėtų pirkti elektrą iš Astravo atominės elektrinės, jeigu ji būtų pigesnė už esamas alternatyvas	Visiškai nesutinku	Astravo AE yra nesaugi, taigi, absoliučiai jokie kompromisai šiuo atveju – negalimi.
Laisvės partija	Andrius Almanis	18. ES ekonominės sankcijos Rusijai turėtų būti švelninamos, net jei ji toliau nesilaikytų Minsko susitarimų su Ukraina	Visiškai nesutinku	Istorija jau daug kartų mus pamokė, kad bet kokie kompromisai su diktatoriais priveda tik prie tų diktatūrų stiprėjimo ir įžūlėjimo, dėl ko jos pradeda kištis ir į mūsų reikalus. Šiuo atveju labai gerai tinka patarlė – „įleisk kiaulę į bažnyčią, tai ir ant altoriaus užsilips“.
Laisvės partija	Andrius Almanis	19. Reikėtų siekti, kad Lietuvos gynybos biudžetas būtų didinamas virš NATO normos ir pasiektų 2,5 proc. BVP	Greičiau nesutinku	Dabartinė sudėtinga geopolitinė situacija, deja, sąlygoja būtent tokias gynybos išlaidas.
Laisvės partija	Andrius Almanis	20. Lietuvos retorika Rusijos atžvilgiu yra pernelyg agresyvi	Visiškai nesutinku	Lietuvos oficiali retorika autoritarinės Rusijos atžvilgiu dabar yra per daug minkšta.
Laisvės partija	Andrius Almanis	21. Reikėtų siekti ekonomiškai naudingo bendradarbiavimo su Baltarusija, net jei ten pažeidinėjamos žmogaus teisės ir laisvės	Visiškai nesutinku	
Laisvės partija	Andrius Almanis	22. Lietuvoje reikia riboti Rusijos federacijos televizijos kanalų transliacijas	Greičiau sutinku	Nereikia minėti konkrečiai Rusijos kanalų. Reikia tik laikytis įstatymų ir, jei koks kanalas juos pažeidinėja (ar Rusijos, ar bet kokios kitos šalies), taikyti įstatymuose numatytas sankcijas.
Laisvės partija	Andrius Almanis	23. Lietuva turi remti žmogaus teisių ir demokratijos šalininkus Kinijoje, net jeigu dėl to suprastėtų santykiai su šia šalimi	Visiškai sutinku	
Laisvės partija	Andrius Almanis	24. Lietuva turėtų palaikyti Lenkiją, nepaisant ES kritikos dėl demokratijos principų pažeidimų	Greičiau nesutinku	Su kaimynais reikia stengtis sugyventi draugiškai. Bet jei tas kaimynas pažeidinėja demokratijos principus ir tuo pačiu prašo jį palaikyti, tai galima pasakyti tik viena – tas kaimynas elgiasi nesąžiningai.
Laisvės partija	Andrius Almanis	25. Išsiskyrus JAV ir ES lyderių pozicijoms, Lietuva turėtų remti ES pusę	Nei taip, nei ne	Lietuva turi remti pirmiausia savo pačios interesus, ir tuo pačiu – demokratijos principus.
Laisvės partija	Andrius Almanis	26. NATO ir ES valstybių pilietybę įgijusiems Lietuvos piliečiams turėtų būti leista išsaugoti Lietuvos pilietybę	Visiškai sutinku	
Laisvės partija	Andrius Almanis	27. ES ateityje turėtų judėti gilesnės integracijos link, net jei dėl to mažiau galių turės nacionalinės valdžios institucijos	Greičiau nesutinku	Šiek tiek daugiau integracijos reiktų, nes tai paskatintų tolygesnį ekonomikos vystymąsi visos ES šalyse bei atskiruose regionuose, taip pat neleistų kai kurioms šalims atitolti nuo demokratijos bei žmogaus teisų principų. Bet integracija neturi naikinti suvereniteto. Visuomet reikia prisiminti, kad ES visų pirma yra valstybių sąjunga, ir jau tik po to - žmonių.
Laisvės partija	Andrius Almanis	28. Jono Noreikos-Generolo Vėtros atminimo lenta ant Lietuvos mokslų akademijos Vrublevskių bibliotekos sienos turi būti palikta	Nei taip, nei ne	Tai labai sudėtingas klausimas, keliantis daug aistrų. Manau, ta lentelė galėtų būti, bet su atitinkamais paaiškinimais.
Laisvės partija	Andrius Almanis	29. Petro Cvirkos paminklas Vilniuje turi būti nukeltas	Greičiau nesutinku	Paminklą, kaipo savotišką sovietinės okupacijos laikotarpio ženklą, reiktų palikti – bet irgi su atitinkamas paaiškinimais.
Laisvės partija	Andrius Almanis	30. Vilniaus savivaldybė turi teisę Lukiškių aikštėje įrengti smėlio paplūdimį, net jei tai nevienareikšmiškai vertinama visuomenėje	Visiškai sutinku	Nors man asmeniškai to paplūdimio įrengimas nekelia ypatingo susižavėjimo, bet, manau, savivaldybė turi tokią teisę.
Laisvės partija	Andrius Almanis	31. Tėvai turi galėti laisvai apsispręsti, ar skiepyti savo vaikus, net jei tai keltų grėsmę visuomenės saugumui	Greičiau nesutinku	Seniai ir daugybę kartų įrodyta, kad skiepai duoda nepalyginamai daugiau naudos nei žalos (kurios galimybę, kas be ko, suprantu). Dabar jau daugėja atvejų, kuomet dėl skiepų sumažėjimo grįžta ligos, kurios, kaip iki šiol buvo manoma, jau išnyko.
Laisvės partija	Andrius Almanis	32. LR Seimo nariai turi būti renkami proporcine sistema pagal partijų sąrašus	Greičiau sutinku	Nė viena rinkimų sistema nėra ir nebus ideali, visada bus vienokių ar kitokių nepatenkintų. Betgi dabartinė mišri Seimo rinkimų sistema, taikoma Lietuvoje, yra pakankamai tobula. Bet jei jau rinktis tarp rinkimų pagal partijų sąrašus ar tik pagal vienmandates apygardas, tai vienareikšmiškai – tik pagal partijų sąrašus, nes tokiu atveju geriau atstovaujamos įvairios rinkėjų grupės.
Laisvės partija	Andrius Almanis	33. Žmonių problemos būtų sprendžiamos veiksmingiau, jei centrinė valdžia perduotų daugiau galių vietos savivaldai	Visiškai sutinku	
Laisvės partija	Andrius Chranovskis	1. Valstybė turėtų didinti mokesčius didesnes pajamas gaunantiems gyventojams, kad galėtų išplėsti socialinę paramą ir paslaugas	Visiškai nesutinku	Apiplėšiant turtingesnius dar jokia valstybė nepraturtėjo.
Laisvės partija	Andrius Chranovskis	2. Valstybė turėtų kiek įmanoma mažiau kištis į ekonomiką	Greičiau nesutinku	Ribotai, tačiau būtina kištis. Kitaip čia bus „Laukiniai vakarai“.
Laisvės partija	Andrius Chranovskis	3. Įmonėms turi būti leidžiama lengvai atleisti darbuotojus	Visiškai nesutinku	Lietuvos verslas moka išnaudoti žmones super gerai. To negalima sau leisti.
Laisvės partija	Andrius Chranovskis	4. Laisva rinka užtikrina didesnį sveikatos paslaugų prieinamumą ir aukštesnę kokybę	Visiškai sutinku	Žmonės patys turėtų spręsti, kur gydytis ir kas už tai gaus Sodros lėšas.
Laisvės partija	Andrius Chranovskis	5. Valstybė turėtų mažinti PVM pagrindiniams maisto produktams	Greičiau nesutinku	Žmonės dėl to nelaimi nieko.
Laisvės partija	Andrius Chranovskis	6. Gyventojų pajamų mokestį visiems Lietuvos gyventojams reikia mažinti iki 15 proc	Visiškai sutinku	Tikrai taip. Geriau apmokestinti taršą, alkoholį, rūkalus, triukšmą.
Laisvės partija	Andrius Chranovskis	7. Mokyklų tinklas Lietuvoje turi būti mažinamas	Greičiau sutinku	O atlyginimai didinami.
Laisvės partija	Andrius Chranovskis	8. Lietuvoje reikia didinti aplinkosaugos mokesčius	Greičiau sutinku	Gal tai padėtų stabdyti teršėjus.
Laisvės partija	Andrius Chranovskis	9. Marihuanos vartojimas laisvalaikio tikslais turi būti legalizuotas	Visiškai sutinku	Seniai laikas. XXI amžius jau.
Laisvės partija	Andrius Chranovskis	10. Lietuvoje išduodamuose asmens dokumentuose turėtų būti leidžiama rašyti nelietuviško raidyno raides (pvz., „w“, „x“ ir „q“)	Visiškai sutinku	Antrajam paso lape.
Laisvės partija	Andrius Chranovskis	11. Tos pačios lyties asmenų poros turi turėti tokias pat teises tuoktis kaip ir heteroseksualios poros	Greičiau sutinku	Taip, išskyrus įvaikinimą.
Laisvės partija	Andrius Chranovskis	12. Imigracija į Lietuvą iš trečiųjų (ne ES) šalių turi būti griežtai ribojama	Greičiau sutinku	
Laisvės partija	Andrius Chranovskis	13. Moterys turi turėti teisę laisvai apsispręsti dėl aborto	Visiškai sutinku	
Laisvės partija	Andrius Chranovskis	14. Bausmės nusikaltėliams turi būti griežtinamos	Nei taip, nei ne	Kai kurioms veikoms bausmės turi didėti.
Laisvės partija	Andrius Chranovskis	15. Griežti piliečių laisvių ir teisių suvaržymai (pavyzdžiui, mobiliojo ryšio priemonių sekimas) yra priimtini kovojant su pandemija	Greičiau sutinku	Manau, tai seniai vyksta ir verslas tuos duomenis turi. Keista, kad jie prieinami verslui, o ne valstybės institucijoms.
Laisvės partija	Andrius Chranovskis	16. Valstybinė lietuvių kalbos inspekcija turi būti panaikinta	Greičiau nesutinku	
Laisvės partija	Andrius Chranovskis	17. Lietuva galėtų pirkti elektrą iš Astravo atominės elektrinės, jeigu ji būtų pigesnė už esamas alternatyvas	Visiškai nesutinku	Principai svarbiau už pinigus.
Laisvės partija	Andrius Chranovskis	18. ES ekonominės sankcijos Rusijai turėtų būti švelninamos, net jei ji toliau nesilaikytų Minsko susitarimų su Ukraina	Visiškai nesutinku	Principai svarbiau už pinigus.
Laisvės partija	Andrius Chranovskis	19. Reikėtų siekti, kad Lietuvos gynybos biudžetas būtų didinamas virš NATO normos ir pasiektų 2,5 proc. BVP	Visiškai sutinku	Nori taikos? Ruoškis karui!
